Noise_HU,Uniformity_HU,Scaling_V_mm,HU_Precision,RUL_Tube,RUL_Gantry,RUL_Table,RUL_Generator
14.8334,1.5588,330.5854,0.44,1093,1821,1810,2555
16.1522,1.6848,330.291,1.2349,1055,1808,1809,2540
14.9019,1.265,328.7718,0.9177,1082,1825,1793,2555
8.7977,1.6615,330.282,1.0331,1095,1811,1813,2555
14.7326,1.2941,333.1773,0.7087,1092,1825,1746,2555
11.0866,1.8729,331.3908,1.6993,1095,1812,1797,2555
17.009,1.2782,327.718,1.416,1049,1825,1759,2555
16.0998,1.7263,329.777,0.7041,1070,1822,1815,2542
12.1804,1.4824,328.3901,0.4662,1095,1825,1782,2555
13.4584,2.1756,329.2246,0.8457,1086,1803,1804,2545
11.8224,1.4692,329.1728,1.1738,1095,1825,1808,2555
14.812,0.4362,329.0447,1.0961,1079,1825,1800,2555
17.8654,2.2572,327.4897,1.5013,1049,1800,1764,2531
12.0428,0.9566,329.7447,1.316,1095,1825,1815,2555
16.5121,1.1077,328.8788,1.3878,1056,1825,1798,2555
13.4092,1.1426,324.1411,1.1307,1086,1825,1682,2555
12.6214,2.3247,334.1059,0.4443,1095,1803,1719,2550
14.6789,0.2186,332.1775,0.9217,1078,1825,1774,2555
11.8943,3.3826,329.2474,1.424,1095,1760,1806,2534
13.3391,2.1336,330.0376,0.9794,1093,1800,1825,2552
11.4064,1.6339,327.6567,1.2012,1095,1818,1765,2555
20.8942,1.4671,333.3914,0.8725,1021,1823,1742,2511
15.1058,1.6713,333.7946,0.5881,1079,1825,1730,2545
12.9008,1.8127,330.3134,0.9507,1095,1809,1817,2555
15.6419,1.8871,332.0471,1.1236,1075,1813,1775,2546
14.663,1.8334,330.3506,0.7377,1081,1809,1819,2551
14.3371,1.5537,327.3265,0.9057,1092,1821,1752,2555
16.8425,1.3816,329.1764,0.6242,1063,1825,1812,2551
17.2725,1.4092,330.2639,1.4477,1048,1825,1809,2540
13.4085,1.3831,329.0909,0.8822,1095,1825,1799,2555
13.2725,2.1803,329.5627,1.5811,1085,1803,1814,2552
14.1748,1.8561,329.8172,1.6115,1079,1819,1822,2554
8.0942,0.0,329.8382,0.9676,1095,1825,1825,2555
10.4544,1.8935,330.1045,0.5966,1095,1806,1813,2555
19.1006,1.6168,327.8788,0.1656,1040,1818,1769,2535
19.9349,1.4888,328.566,0.4112,1030,1825,1779,2526
14.2529,1.2669,327.4308,0.4505,1095,1825,1761,2555
16.7297,2.1745,331.9556,1.5514,1060,1793,1777,2537
15.9338,2.0685,325.7887,1.0463,1065,1806,1728,2536
24.2366,1.0363,332.3072,1.1558,984,1825,1768,2524
18.3587,1.7442,332.7727,0.1118,1061,1807,1761,2535
14.6162,0.917,329.3956,0.5208,1094,1825,1813,2555
12.1334,0.6722,324.7937,1.3548,1093,1825,1693,2555
10.1807,1.124,329.2774,1.1147,1095,1825,1800,2555
15.6104,2.0174,329.8716,0.9411,1073,1814,1823,2544
12.7309,2.0719,327.9788,1.2259,1095,1803,1767,2555
10.7332,1.8079,328.9696,1.6543,1095,1808,1806,2555
13.0603,1.9351,333.0604,0.9116,1095,1809,1748,2555
11.7554,1.8097,331.3299,1.0277,1095,1811,1798,2555
20.0614,1.1151,328.1509,1.077,1030,1825,1776,2541
17.6449,1.7592,326.8048,1.9568,1046,1818,1746,2541
14.9761,1.9802,329.346,0.1603,1093,1812,1810,2545
19.4398,1.9526,329.5731,1.2733,1027,1807,1814,2528
15.2321,2.2133,330.9924,0.9541,1083,1805,1798,2537
12.4161,1.925,328.9294,1.2267,1095,1813,1800,2555
19.5694,1.7109,331.023,0.7371,1033,1813,1795,2521
16.6167,2.1421,333.8703,0.9804,1066,1810,1722,2535
11.8883,1.4841,331.631,1.2846,1095,1825,1790,2555
14.429,0.9709,329.9038,2.2452,1073,1825,1825,2555
12.3731,1.4022,329.6337,1.3232,1095,1825,1816,2555
10.8516,1.0531,329.2867,0.6608,1095,1825,1815,2555
17.7785,1.0949,332.3613,0.8305,1061,1825,1765,2543
20.7282,1.4133,328.7454,0.8186,1019,1825,1800,2530
10.8043,1.0245,330.0904,0.2817,1095,1825,1824,2555
16.6889,1.3152,330.1024,0.868,1058,1825,1817,2554
13.0481,0.3638,328.9964,1.2931,1095,1825,1809,2555
13.5386,1.628,327.2551,0.4903,1095,1823,1761,2555
13.2228,1.5007,330.6459,1.4194,1095,1825,1808,2555
12.408,1.0097,329.878,1.1951,1095,1825,1825,2555
15.1456,1.8955,331.0005,0.7063,1077,1808,1798,2546
12.5071,2.0625,328.9328,0.9434,1095,1808,1802,2555
15.8114,0.5355,332.4416,1.6393,1070,1825,1752,2555
14.8493,1.0424,328.2465,1.2934,1082,1825,1776,2555
14.2832,1.0385,333.4241,1.0035,1083,1825,1744,2555
12.2773,0.9361,326.5047,0.9049,1095,1825,1736,2555
13.2697,1.9977,330.8695,1.0306,1095,1803,1804,2555
17.2662,1.3837,330.9509,0.7953,1057,1825,1794,2546
16.5028,1.3413,328.4089,0.1581,1086,1825,1794,2550
12.0673,0.2977,330.8488,1.8169,1095,1825,1810,2555
15.298,1.8813,332.559,1.0621,1063,1820,1760,2539
17.2542,0.7564,325.5664,1.1593,1057,1825,1712,2555
9.9918,1.536,331.0055,0.9768,1095,1812,1805,2555
16.6301,1.6664,325.0135,0.706,1068,1816,1710,2535
13.0121,2.3164,328.0687,0.9256,1095,1783,1781,2552
16.7118,0.7147,333.2583,0.3602,1077,1825,1754,2555
12.7102,0.0,328.8364,1.9108,1095,1825,1791,2555
9.5854,1.6103,327.6522,0.5062,1095,1820,1762,2555
10.1174,2.5803,329.6041,0.5872,1095,1776,1809,2555
15.1443,2.2434,334.1358,0.8239,1081,1796,1724,2532
15.7792,1.6258,326.3366,1.5152,1065,1812,1734,2550
12.2871,1.205,327.8974,1.0058,1095,1825,1772,2555
16.9158,1.9843,332.9949,0.5055,1071,1804,1754,2533
10.0154,0.9159,333.7154,1.5017,1095,1825,1738,2555
14.8018,1.7858,329.7931,1.2924,1085,1821,1812,2542
11.367,1.8033,327.5219,1.2154,1095,1817,1760,2555
13.0445,2.1361,334.1917,1.2863,1092,1798,1724,2548
15.1422,3.1558,333.1889,1.9577,1068,1769,1743,2516
12.4188,1.7354,331.3579,1.874,1088,1808,1787,2555
13.8463,1.1946,328.3752,0.7253,1095,1825,1789,2555
18.0189,1.4847,329.9019,1.6496,1037,1825,1816,2541
13.2693,0.4386,329.6793,1.1533,1090,1825,1815,2555
17.5071,1.0832,330.6617,1.1996,1053,1825,1810,2548
11.6109,1.2544,332.902,0.3231,1095,1825,1750,2555
16.5894,1.1855,331.7588,0.9318,1056,1825,1785,2552
19.3247,1.5914,327.8452,0.6749,1041,1825,1768,2537
7.5851,1.0065,332.753,1.3312,1095,1825,1763,2555
12.6093,2.1726,330.6263,1.4284,1095,1802,1809,2555
16.7312,1.5001,331.3741,0.1702,1067,1822,1794,2554
14.3909,1.4944,332.9331,0.9912,1082,1822,1755,2555
16.1134,1.3033,327.7768,1.4487,1064,1825,1766,2552
13.188,1.5931,329.9283,0.9253,1095,1822,1813,2555
15.2598,1.9951,328.9371,1.2916,1073,1800,1800,2551
14.533,0.9797,326.8643,1.1405,1088,1825,1747,2555
18.5033,1.1051,330.6934,1.1367,1045,1825,1810,2547
15.7633,1.3178,335.0231,0.8915,1070,1825,1698,2555
16.0128,0.6925,326.3198,0.5134,1076,1825,1731,2555
13.7644,1.0084,329.9354,0.5514,1092,1825,1825,2555
13.5372,1.2143,331.2811,1.2837,1090,1825,1786,2555
13.7023,2.0246,330.2462,1.0078,1095,1803,1823,2548
16.1834,1.6575,329.7737,0.9446,1072,1820,1816,2543
13.737,1.6162,327.4016,0.8304,1095,1815,1758,2555
15.8693,2.0105,330.4656,0.8779,1072,1805,1812,2535
21.2262,1.4176,328.4865,1.4188,1018,1825,1783,2522
17.6134,1.7343,325.6202,0.8659,1055,1808,1718,2528
14.0219,1.4381,332.3892,0.4636,1095,1825,1772,2555
18.6036,1.6592,331.9168,1.2975,1039,1814,1779,2540
13.7758,1.1503,330.1033,0.918,1095,1825,1823,2555
8.8856,0.0367,330.4581,1.0126,1095,1825,1809,2555
11.9757,1.4194,332.1486,1.643,1095,1825,1774,2555
9.3876,2.3536,330.4487,0.9918,1095,1791,1825,2555
13.9455,2.0557,331.808,1.1157,1095,1801,1778,2551
15.0553,2.0792,329.405,0.5284,1086,1807,1808,2540
20.0293,2.2417,332.624,0.9121,1024,1799,1757,2507
15.9808,1.5532,330.6416,1.2438,1077,1820,1807,2543
14.3427,1.6184,330.3881,0.3779,1094,1816,1802,2555
17.4882,1.1294,327.4599,1.0803,1055,1825,1764,2547
8.3666,1.3104,330.5739,1.0403,1095,1825,1806,2555
15.7068,1.8695,328.3361,1.0165,1070,1810,1775,2541
17.3126,2.2223,328.7234,1.4149,1046,1802,1797,2524
10.5642,1.4163,328.3692,1.1338,1095,1825,1779,2555
18.4313,1.2299,327.8675,1.5912,1028,1825,1770,2551
16.0155,1.5003,334.2495,0.6026,1074,1822,1726,2554
13.7541,1.8607,332.6627,1.0544,1093,1816,1751,2555
16.8983,0.6337,333.8407,1.0338,1059,1825,1721,2555
21.8121,0.1223,327.5542,0.5723,1011,1825,1765,2546
15.5456,1.1697,330.1425,1.3825,1077,1825,1825,2555
15.7447,0.7676,327.413,1.9299,1059,1825,1752,2555
13.6219,1.1951,328.6086,0.9932,1095,1825,1792,2555
12.4505,1.4113,328.1637,1.202,1095,1825,1782,2555
17.491,1.2281,332.4792,1.0338,1050,1825,1753,2533
12.4317,2.3715,329.2075,0.7146,1095,1788,1809,2555
15.2147,1.696,332.1368,0.2717,1088,1812,1776,2552
13.567,1.6803,331.2082,0.7177,1093,1822,1793,2555
16.4369,1.8733,334.6073,0.4432,1081,1810,1716,2540
16.001,0.8167,327.0411,1.6816,1057,1825,1757,2555
18.1126,2.1235,332.5185,0.954,1040,1800,1763,2524
13.47,1.4545,332.2929,0.8616,1095,1825,1765,2555
14.1904,1.9023,328.0532,1.3557,1080,1815,1771,2544
12.0637,0.8569,332.0143,0.5513,1095,1825,1774,2555
13.6671,0.5677,330.6723,0.6933,1089,1825,1811,2555
16.1319,1.9907,329.545,1.0272,1077,1806,1812,2539
17.271,1.7258,328.3521,1.4115,1045,1804,1773,2541
12.2335,0.9588,328.5618,1.2007,1095,1825,1795,2555
17.6088,0.9782,334.0996,1.0993,1057,1825,1723,2548
19.0669,2.1753,330.0014,1.0312,1041,1789,1823,2522
16.2403,0.7864,331.5643,1.1601,1065,1825,1790,2555
20.6304,2.4856,328.4182,1.0807,1014,1776,1793,2498
12.6786,0.9596,328.4403,0.588,1095,1825,1772,2555
11.266,1.883,332.164,1.0184,1095,1814,1773,2555
9.6638,1.3028,327.3008,0.5705,1095,1825,1750,2555
19.4881,1.8619,329.1696,1.0324,1036,1813,1807,2519
16.9631,1.1735,330.0681,0.8077,1067,1825,1824,2547
14.8332,1.4023,330.2227,2.0158,1071,1819,1823,2555
15.8399,1.5246,329.6418,0.984,1066,1815,1814,2550
11.6235,0.8987,330.7916,0.4383,1095,1825,1796,2555
22.3373,1.9445,331.3857,0.9463,1011,1803,1788,2509
15.3877,1.1921,331.4693,1.2077,1073,1825,1790,2555
15.3282,1.3628,328.0284,1.6693,1072,1825,1781,2555
17.1773,0.9034,329.4317,0.7642,1074,1825,1805,2555
16.443,0.0,332.3895,0.367,1068,1825,1770,2555
15.6717,1.3854,331.7893,1.3267,1067,1825,1777,2555
12.6286,2.9476,327.2543,0.4478,1095,1773,1758,2540
16.4144,1.9708,330.703,0.8255,1069,1800,1805,2539
20.6461,1.4884,326.0435,0.897,1027,1825,1727,2530
19.0363,1.3423,330.0939,0.9721,1040,1825,1825,2540
19.7796,1.5135,333.7955,1.2757,1025,1823,1724,2536
13.4664,1.8283,328.1042,0.7265,1089,1816,1774,2555
12.0312,0.7915,328.3314,0.8905,1095,1825,1784,2555
14.6226,2.1686,331.5281,0.9943,1091,1794,1799,2538
15.1672,1.9292,326.9144,1.0598,1074,1807,1744,2542
18.2826,1.9309,328.7345,1.0391,1049,1809,1804,2535
9.9226,1.7631,331.1929,1.1744,1095,1813,1805,2555
19.5887,1.5118,328.7314,1.3375,1031,1825,1793,2534
14.526,1.9037,329.5281,1.1571,1080,1810,1812,2551
13.7194,1.8551,331.4884,1.1814,1086,1820,1784,2555
11.9637,1.2876,330.8431,0.3671,1095,1825,1804,2555
10.0354,1.1558,330.5336,1.0201,1095,1825,1805,2555
17.4695,1.5611,329.3218,1.1918,1054,1818,1808,2537
15.22,2.4294,330.7401,1.2916,1067,1791,1814,2529
11.1301,0.7565,329.7525,0.7231,1095,1825,1816,2555
11.1148,0.6195,330.9156,0.7364,1095,1825,1801,2555
13.9926,1.5989,329.0061,0.7704,1088,1818,1792,2552
20.0071,1.5305,329.6349,1.2146,1036,1820,1818,2537
14.2212,1.604,328.0201,1.4136,1077,1814,1777,2550
10.4906,1.6464,329.93,0.837,1095,1817,1824,2555
14.2628,1.3661,328.378,1.3632,1077,1825,1783,2555
14.1818,2.3939,327.7719,1.0494,1095,1789,1768,2546
6.9093,0.5395,330.5173,0.9503,1095,1825,1815,2555
14.8371,1.0029,330.4255,0.9154,1078,1825,1814,2555
14.3072,1.438,331.5657,1.2986,1088,1825,1787,2553
17.0886,0.5141,329.1377,1.1302,1058,1825,1805,2555
20.5469,1.3945,330.8161,1.9103,1012,1825,1810,2529
18.3797,2.4969,331.1016,0.6591,1050,1782,1801,2516
14.1933,1.5125,330.8895,1.2072,1081,1822,1804,2553
11.6804,1.6384,328.3487,0.7883,1095,1812,1791,2555
22.7201,0.7439,330.2987,0.6523,1005,1825,1820,2526
15.1777,1.1302,330.7283,0.9957,1087,1825,1813,2555
15.0418,1.2749,330.0144,1.0549,1072,1825,1825,2555
14.9276,1.3094,325.827,2.1673,1071,1825,1711,2555
15.5943,2.269,330.321,0.9263,1075,1796,1823,2540
14.5669,1.8346,334.4251,0.5479,1093,1808,1715,2555
13.279,0.8331,329.2799,1.1092,1095,1825,1807,2555
13.3594,1.6479,328.5438,0.1701,1095,1823,1790,2555
14.9017,1.7989,330.7467,0.9632,1086,1817,1805,2540
13.3697,2.1841,330.6248,1.0064,1083,1798,1811,2555
12.8615,2.4483,332.3855,1.3178,1093,1778,1762,2555
15.3193,0.8909,327.4843,1.3894,1066,1825,1768,2555
14.2351,1.0135,331.4628,0.7986,1084,1825,1788,2555
19.512,0.7455,331.1808,0.9398,1035,1825,1794,2552
7.0471,1.3596,329.7157,0.6936,1095,1825,1813,2555
18.2745,1.7798,330.6774,0.5488,1058,1813,1809,2532
18.7383,2.0924,332.0589,1.124,1042,1799,1774,2529
8.7798,1.4544,331.7446,0.4906,1095,1825,1783,2555
13.9719,1.3081,327.714,0.8341,1095,1825,1763,2555
13.8857,1.5911,331.6403,0.6019,1095,1817,1776,2555
10.7775,0.9989,329.8706,1.2199,1095,1825,1825,2555
12.6665,2.7537,330.1457,1.7206,1095,1780,1825,2544
11.6683,0.5354,330.1464,0.4794,1095,1825,1816,2555
20.2568,1.6108,329.6995,0.2588,1034,1825,1825,2531
17.807,2.7142,332.3834,0.95,1049,1780,1767,2515
18.8147,1.5041,329.8326,1.0063,1039,1824,1821,2537
17.165,1.386,327.7609,1.0875,1055,1813,1767,2530
11.6128,1.2855,329.2129,0.8215,1095,1825,1798,2555
13.4264,1.3918,330.3574,0.9197,1095,1825,1821,2555
16.4681,2.3237,332.4584,1.147,1063,1793,1760,2529
11.3336,0.1729,331.2062,1.4162,1095,1825,1791,2555
17.139,2.4201,328.2989,0.218,1071,1782,1787,2521
14.279,0.6456,334.9704,0.8524,1087,1825,1691,2555
13.8755,1.34,330.5296,1.0855,1085,1825,1804,2555
17.1329,1.2425,332.5508,0.6328,1055,1825,1761,2554
16.3328,1.8531,329.6966,1.6925,1053,1816,1819,2533
13.9171,0.5411,331.0667,0.7458,1095,1825,1801,2555
18.478,1.7773,331.6789,0.9835,1042,1812,1782,2531
11.7568,2.7146,332.4364,1.2224,1095,1776,1777,2546
16.8478,0.6821,332.1147,0.7635,1067,1825,1771,2555
16.7793,1.6138,331.7444,0.2614,1076,1821,1780,2542
14.0714,1.1028,329.3698,0.8285,1086,1825,1805,2555
15.9784,1.7555,328.8565,1.4118,1069,1818,1797,2535
11.2467,1.5115,330.6652,0.8652,1095,1825,1811,2555
17.7721,1.1151,331.8663,0.6614,1052,1825,1784,2551
14.4453,1.7927,329.5546,1.3703,1076,1814,1806,2552
13.4318,2.5826,332.1303,0.8677,1095,1763,1771,2546
18.147,1.3855,332.9052,0.7959,1051,1825,1755,2534
12.887,1.9319,328.1674,1.0598,1089,1805,1782,2554
10.7746,0.724,328.3262,1.3083,1095,1825,1783,2555
10.3301,0.9261,329.7192,1.9527,1095,1825,1821,2555
16.818,1.7834,330.6152,1.3309,1051,1811,1806,2540
11.1587,2.3905,328.9509,1.4639,1095,1792,1807,2555
20.2644,1.7134,332.7044,0.7976,1031,1809,1762,2521
8.7542,1.3122,330.8481,0.5897,1095,1825,1797,2555
20.0894,1.4996,330.0789,1.0249,1027,1825,1818,2538
15.6331,0.7498,327.1282,1.0429,1078,1825,1748,2555
14.7099,1.8627,327.3684,0.5686,1095,1814,1763,2549
13.3652,2.0294,330.562,0.9299,1095,1800,1805,2555
16.1974,1.2287,325.7348,1.1597,1067,1825,1717,2555
14.8871,1.218,332.0253,1.1442,1069,1825,1777,2555
18.3099,1.6595,329.6837,1.2017,1046,1820,1817,2541
15.3427,1.238,336.4862,1.1164,1080,1825,1664,2555
15.4509,1.4603,334.6158,0.7972,1078,1816,1704,2553
13.9092,2.7598,329.6371,0.7944,1095,1774,1819,2538
14.8292,1.3518,329.7873,0.5204,1093,1824,1817,2555
15.9234,1.285,331.9912,1.7139,1063,1825,1774,2550
9.8695,1.1115,333.4063,1.0054,1095,1825,1741,2555
10.9554,1.9465,326.7239,0.9101,1095,1810,1744,2555
17.2298,1.3913,326.4272,0.6285,1051,1825,1736,2538
15.5126,1.1104,328.7559,2.1743,1055,1825,1790,2555
14.448,2.2928,331.1655,0.5707,1095,1791,1794,2528
15.0553,2.3518,330.9937,0.8285,1078,1789,1800,2551
16.0427,1.1397,332.1395,1.1663,1066,1825,1765,2555
13.3807,0.3801,327.6006,1.2401,1087,1825,1763,2555
12.6651,2.1045,325.3677,1.3832,1095,1804,1711,2555
15.5875,1.0892,331.716,1.723,1072,1825,1776,2555
12.0649,1.9744,328.3436,1.2025,1095,1797,1789,2555
16.2248,0.3179,325.963,0.5776,1075,1825,1730,2555
9.8922,2.0356,330.2901,0.8972,1095,1801,1812,2555
18.0875,0.7733,331.5864,1.1231,1050,1825,1792,2554
16.4178,1.9385,329.7559,1.8273,1056,1811,1818,2540
15.7681,1.5086,329.0843,0.4409,1085,1825,1804,2544
17.9481,0.9276,329.6813,1.481,1045,1825,1815,2552
19.9964,1.2558,329.2588,1.072,1044,1825,1811,2536
18.0431,1.9118,327.3039,1.3351,1039,1804,1760,2532
9.4774,1.5635,328.5706,0.9592,1095,1824,1785,2555
11.1613,1.8506,331.0426,0.663,1095,1811,1793,2555
13.1255,2.6859,330.6434,1.3003,1086,1777,1802,2539
15.0783,0.5615,330.3361,1.2618,1068,1825,1818,2555
16.553,2.4703,328.0097,1.3888,1054,1783,1778,2534
12.8228,1.5626,329.637,0.9947,1095,1816,1819,2555
15.5603,0.9607,325.6459,0.7601,1073,1825,1716,2555
12.7339,0.7018,330.357,0.3765,1095,1825,1810,2555
13.1654,1.3865,332.8577,1.3277,1091,1825,1750,2555
10.78,2.053,327.0517,1.1696,1095,1806,1757,2555
12.2303,1.4235,328.8281,0.6137,1095,1825,1793,2555
10.9449,2.4067,330.6582,0.7846,1095,1783,1809,2555
12.0724,0.6293,332.5057,0.8133,1095,1825,1757,2555
18.1609,1.4927,329.1036,0.4068,1059,1820,1804,2543
12.1518,0.7486,328.6155,0.6729,1095,1825,1788,2555
22.8971,1.7182,326.0622,0.5465,996,1823,1732,2514
16.48,2.0321,330.2069,0.835,1069,1809,1824,2523
15.5545,1.2475,334.0842,0.7045,1081,1825,1720,2555
12.4249,0.0,330.5547,0.3492,1095,1825,1810,2555
17.1009,1.6194,329.9554,1.809,1048,1822,1821,2537
13.2731,1.762,330.6442,1.501,1094,1812,1802,2555
15.366,1.7426,329.9778,0.6884,1080,1824,1820,2545
22.6803,2.2415,328.374,1.109,1003,1794,1785,2502
14.7118,0.8574,331.6466,1.167,1089,1825,1785,2555
18.4478,1.9081,330.4515,1.4764,1028,1798,1814,2531
12.8905,2.2155,330.0352,0.6726,1095,1795,1823,2555
14.895,0.4328,328.0493,1.4368,1085,1825,1781,2555
20.3124,1.6918,332.607,0.7808,1032,1812,1760,2529
13.1191,1.1975,331.3294,0.4657,1095,1825,1795,2555
20.4373,1.4511,328.8942,1.2897,1018,1825,1788,2535
17.1233,1.7086,332.0036,1.5163,1051,1809,1755,2550
13.3126,1.2077,329.0049,2.0352,1082,1825,1802,2555
16.8972,1.0946,328.436,0.5201,1057,1825,1779,2550
17.9177,1.5205,328.4806,1.2796,1041,1822,1786,2544
16.8654,0.8477,326.4579,0.8361,1058,1825,1735,2555
10.2893,0.8485,330.9431,1.3133,1095,1825,1809,2555
12.8186,1.9076,326.3377,0.4118,1095,1821,1735,2555
14.2574,0.8107,327.5431,0.4949,1095,1825,1764,2555
14.7767,1.8998,325.8488,0.6897,1091,1805,1725,2550
16.862,1.7776,329.8279,1.0316,1060,1820,1823,2535
15.5331,0.4645,329.6994,0.7436,1085,1825,1815,2555
10.994,1.0935,329.3466,1.2636,1095,1825,1814,2555
16.1406,2.2165,327.9148,1.4108,1063,1800,1767,2533
16.8318,0.9113,327.6555,1.2398,1057,1825,1768,2555
16.6794,1.2214,330.9287,1.6475,1057,1825,1794,2549
18.2423,1.7772,328.8989,1.1663,1043,1819,1798,2530
17.5018,1.97,330.6327,0.5132,1067,1807,1810,2530
16.3775,1.3491,328.2295,1.5454,1052,1825,1789,2544
14.7895,1.1415,330.3621,0.7579,1080,1825,1808,2555
10.0171,2.3534,332.6066,1.3642,1095,1781,1757,2555
16.2889,2.5433,331.1723,1.6295,1057,1783,1800,2531
15.6231,2.0873,329.1752,1.1827,1069,1813,1806,2545
15.8147,1.5512,330.5144,0.4015,1085,1825,1813,2555
11.1698,1.015,329.5187,0.6327,1095,1825,1808,2555
11.7568,1.0017,330.0158,1.5291,1095,1825,1822,2555
18.1595,1.8135,329.3488,0.9324,1056,1818,1815,2527
14.8813,1.751,329.6713,1.0318,1088,1825,1817,2547
17.0445,2.341,330.4242,1.3035,1063,1793,1816,2526
15.085,1.8903,328.0133,1.2785,1074,1808,1775,2545
15.0893,0.5982,327.9682,1.1115,1084,1825,1768,2555
17.8149,2.1312,327.2229,0.9165,1048,1807,1760,2529
13.4519,0.9012,326.7995,0.8749,1093,1825,1748,2555
15.2884,1.2696,327.5654,1.3432,1060,1825,1776,2555
13.6132,1.6501,330.3189,1.2214,1095,1820,1812,2548
13.6965,2.6974,328.2144,0.8971,1090,1781,1784,2533
14.0725,3.366,331.0272,1.4328,1082,1754,1793,2520
15.6664,1.864,330.0694,0.9484,1070,1803,1824,2543
13.5638,1.3901,326.063,0.6593,1095,1825,1731,2555
18.7673,1.8207,331.31,0.6964,1045,1809,1782,2527
12.3162,2.0326,331.6216,0.6085,1095,1802,1783,2552
14.4394,1.3076,328.0123,0.891,1089,1825,1772,2555
13.6808,2.5771,330.8404,1.4935,1079,1795,1800,2535
19.3409,1.638,328.287,0.678,1037,1821,1784,2526
15.5897,1.7986,330.1953,1.0754,1062,1809,1825,2540
18.0955,1.8996,327.471,0.7373,1046,1813,1761,2531
10.5433,1.753,326.4138,0.8959,1095,1819,1736,2555
15.8012,2.0034,329.2344,0.396,1071,1804,1806,2545
17.6689,1.1296,329.7525,0.9118,1047,1825,1819,2551
15.2469,1.165,329.2046,0.9225,1079,1825,1800,2555
18.1964,0.8399,327.6319,1.2161,1042,1825,1771,2548
13.4481,1.7637,329.2002,1.0893,1095,1804,1806,2555
19.228,1.9674,330.5386,0.5206,1054,1800,1814,2528
21.8967,1.7747,329.9102,1.4337,1000,1823,1819,2516
13.9115,2.5047,330.365,1.0841,1092,1793,1814,2548
13.6635,1.4966,328.6598,1.0794,1095,1825,1791,2555
19.3602,1.9012,332.3434,0.9963,1033,1817,1759,2530
19.7387,0.845,327.6477,0.7929,1028,1825,1758,2545
13.4314,1.2677,330.9751,1.0871,1094,1825,1798,2555
13.7394,1.9173,332.3638,1.1902,1089,1809,1769,2549
14.1546,2.0095,330.9618,0.3012,1095,1804,1798,2547
10.9666,1.3236,329.595,0.7845,1095,1825,1810,2555
12.244,1.457,328.9434,0.898,1095,1825,1795,2555
11.9876,0.5893,332.0722,1.1025,1095,1825,1771,2555
12.6966,1.2858,327.1541,1.4773,1095,1825,1752,2555
14.8959,2.0342,328.0598,0.6913,1088,1809,1787,2538
15.7026,1.8451,329.2049,0.8008,1070,1813,1810,2540
19.6515,1.8004,332.4753,0.795,1041,1808,1768,2527
12.0049,1.5299,330.7595,0.6794,1095,1817,1812,2555
17.953,1.5042,328.0639,0.8611,1050,1825,1772,2555
14.358,1.1038,329.3794,1.3083,1081,1825,1803,2555
14.8516,1.9193,328.7714,0.5785,1085,1809,1789,2547
17.0245,1.7526,328.5804,1.1711,1054,1815,1796,2537
11.6318,1.7952,331.9578,0.3192,1095,1825,1773,2555
16.1472,1.1844,327.2565,0.7755,1068,1825,1750,2555
15.4994,0.208,333.2176,0.8682,1089,1825,1742,2555
16.4774,2.1583,331.6565,1.6699,1057,1800,1782,2532
15.8675,1.2127,332.1817,0.8901,1073,1825,1772,2555
22.3659,0.9823,329.0741,0.1195,1022,1825,1803,2535
13.0868,1.9161,329.7001,0.2004,1095,1811,1813,2555
13.407,1.2648,327.1337,1.0136,1091,1825,1757,2555
13.1306,2.136,328.9507,1.2455,1089,1792,1796,2545
13.3336,1.8702,330.9873,1.1502,1091,1807,1800,2555
13.0878,1.9101,332.5921,1.067,1095,1811,1764,2555
18.567,0.6804,327.7857,1.4649,1029,1825,1766,2555
19.2615,2.2272,329.269,0.7842,1041,1807,1804,2523
13.2878,1.6568,329.6974,1.358,1095,1824,1820,2555
12.5029,1.2784,327.2084,0.3472,1095,1825,1751,2555
16.4142,1.586,331.1827,0.638,1070,1817,1794,2549
13.3433,0.4343,328.552,0.2772,1095,1825,1792,2555
16.8988,1.7452,329.6092,0.8901,1067,1812,1825,2542
15.6088,0.8824,329.0961,0.9815,1070,1825,1805,2555
10.4528,0.6884,328.4213,1.0456,1095,1825,1788,2555
19.6425,0.5866,329.9859,1.0248,1043,1825,1825,2546
20.3876,2.1676,329.5688,0.629,1033,1796,1809,2515
13.1616,1.1224,329.2563,0.9239,1095,1825,1807,2555
13.8369,2.4202,328.5431,0.401,1095,1790,1788,2546
15.8576,1.1785,330.639,1.5453,1069,1825,1811,2555
16.0034,0.4756,333.3072,0.8785,1068,1825,1743,2555
16.9756,0.8301,330.2798,0.8044,1061,1825,1820,2552
21.0306,2.2415,331.9922,1.6356,1004,1797,1774,2516
14.4692,1.4065,327.2196,0.5031,1095,1825,1756,2555
12.6051,1.171,330.3155,0.5498,1095,1825,1811,2555
10.862,1.596,327.8053,0.5615,1095,1822,1769,2555
12.8072,1.8011,327.0462,0.9729,1095,1801,1758,2555
14.9006,2.1704,328.5213,1.1727,1072,1797,1790,2537
20.3837,2.3691,332.3838,1.2959,1017,1789,1765,2502
13.4472,1.2841,331.9,2.0288,1083,1825,1787,2555
15.6714,0.7044,330.486,0.1002,1083,1825,1806,2555
14.9507,1.2519,326.9346,1.2435,1075,1825,1743,2555
